id|survey_taker_id_id|response_json|survey_id|timestamp|comment_location|survey_metadata_id
110|160|"{"question1": {"Near places with the highest number of jobs": "2", "Near places with the greatest potential for redevelopment": "4", "Near places with the highest number of residents (apartments, condominiums)": "3", "Near places with the highest number of destinations (shopping, restaurants, services)": "1", "Near places with a high number of community facilities (parks, churches, recreational)": "5"}, "question2": ["Irwin Street, between Sampson Street and Krog Street", "Edgewood Avenue, between Jackson Street and Boulevard SE", "Edgewood Avenue, between Hillard Street SE and Jackson Street"], "question3": ["Irwin Street, between Sampson Street and Krog Street", "Edgewood Avenue, between Jackson Street and Boulevard SE", "Edgewood Avenue, between Hillard Street SE and Jackson Street"], "question5": ["Loss of trees/tree canopy"], "question6": ["Employed", "Commuter"], "question7": "donotlive", "question8": "sometimes", "question10": "This is probably not part of the scope of this project, but I am curious how this route will be impacted when/if the streetcar is extended along the SW trail. Will it branch at Irwin St? Opportunities to align with the Inman Park station?", "question11": "Consider pedestrian track crossing under freedom parkway overpass; lots of pedestrians stop in that area to look at art on both sides of the trail.", "question12": "cycle-track", "question13": "N/A", "question14": "Curious about how the street car will swap tracks to the opposite movement direction in the interim until the streetcar extends further north along the beltline; how will this be handled?", "question15": "N/A", "question16": "Always glad to see more bike lanes. I do wonder if the potential detrimental impacts of street parking obstructing the streetcar along edgewood is a fair tradeoff for the convenience of a comparatively small number of people who could use those spaces at a time.", "question17": "Like the bike lane being on the opposite side from the track that turns on jackson; less opportunities for pedestrian accidents with the streetcar or pedestrian-based delays.", "question18": "If Irwin st isnt closed to traffic, definitely important to have sufficient streetcar signage here. I can see a driver who isnt paying attention run into the streetcar as it rounds the corner. Assuming Irwin st isnt closed to traffic, would it be feasible to add car-restricting level crossing like youd see at a train/road intersection?", "question19": "Same thoughts as 6G but to a lesser degree."}|2|2021-05-28 00:08:42.498135+00|"[{"x": -84.36490121818586, "y": 33.757560849208076}, {"x": -84.37215097769622, "y": 33.75431136033014}, {"x": -84.36425034245018, "y": 33.757486985490026, "type": "meet"}, {"x": -84.3649968347467, "y": 33.7725671565798, "type": "play"}]|2
111|146|"{"question1": {"Near places with the highest number of jobs": "4", "Near places with the greatest potential for redevelopment": "5", "Near places with the highest number of residents (apartments, condominiums)": "1", "Near places with the highest number of destinations (shopping, restaurants, services)": "2", "Near places with a high number of community facilities (parks, churches, recreational)": "3"}, "question2": ["Irwin Street, between Sampson Street and Krog Street", "Edgewood Avenue, between Jackson Street and Boulevard SE", "Edgewood Avenue, between Hillard Street SE and Jackson Street"], "question3": ["Irwin Street, between Sampson Street and Krog Street", "Edgewood Avenue, between Jackson Street and Boulevard SE", "Edgewood Avenue, between Hillard Street SE and Jackson Street"], "question6": ["Student"], "question7": "donotlive", "question8": "sometimes", "question10": "I urge you to reconsider the lack of dedicated lanes on Edgewood Ave and the retaining of on-street parking. Weve had the streetcar for over six years, and we know what works and what doesnt. I would much rather see bus rapid transit projects prioritized over this if MARTA is planning on repeating failures. The current streetcar is counterintuitively closed on days when the city experiences high traffic for an event. This demonstrates that not even MARTA views it as transportation. If you want people to ride, you have to prioritize them instead of everyone else. The BeltLine sections are designed well, but on-street sections are setting up this entire line for low ridership and disappointment.", "question11": "I think the stop would be better suited if it were placed slightly to the north, so it would be closer to the access point to the Freedom Park Trail.", "question12": "cycle-track", "question13": "The crossing points seem well-spaced.", "question14": "This looks pretty good. Id think as long as the crossings near the station are well-designed, they shouldnt pose any problems.", "question15": "I wasnt at the meeting, so Id appreciate it if MARTA could detail how the station would work. Is there an elevated concourse of some sort to the northwest of the platforms?", "question16": "The attention to cycling infrastructure is good. My main concerns pertain to the lack of dedicated lanes AT ALL and the presence of street parking. These indicate that MARTA is not serious about expanding public transportation and is only interested in furthering the failed model of use as a stimulant of economic development.", "question17": "My comments on this section largely mirror those made for question 6E.", "question18": "My primary concern here is conflicts between cars and the streetcar. Id recommend blocking vehicular access to Irwin Street between the intersections with Sampson Street and Krog Street.", "question19": "I believe the reduction in parking is insufficient. MARTA must make a choice: either build a streetcar or preserve street parking. It is imperative that MARTA not repeat the fatal mistakes made by the City of Atlanta ten years ago."}|2|2021-05-28 00:11:17.031635+00|"[{"x": -84.36707347221233, "y": 33.75429393796021}, {"x": -84.36707347221233, "y": 33.75429393796021}, {"x": -84.37144010848863, "y": 33.75495793682782, "type": "play"}]|2
112|163|"{"question1": {"Near places with the highest number of jobs": "3", "Near places with the greatest potential for redevelopment": "4", "Near places with the highest number of residents (apartments, condominiums)": "2", "Near places with the highest number of destinations (shopping, restaurants, services)": "1", "Near places with a high number of community facilities (parks, churches, recreational)": "5"}, "question2": ["Irwin Street, between Sampson Street and Krog Street", "Edgewood Avenue, between Hillard Street SE and Jackson Street", "Edgewood Avenue, between Jackson Street and Boulevard SE"], "question3": ["Edgewood Avenue, between Jackson Street and Boulevard SE", "Edgewood Avenue, between Hillard Street SE and Jackson Street"], "question5": ["Loss of trees/tree canopy"], "question6": ["Not Employed"], "question7": "donotlive", "question8": "sometimes", "question10": "Given that signal prioritization is coming I think another step that needs to come is removal of street parking on the side the track is running to avoid those types of delays along the route. The sidewalk can be widened to accommodate more pedestrian throughput. Along edgewood/Auburn there are streets like Jackson Place and Chamberlain that can host loading/delivery for the business and kick some of the car dependency from the area. I also like the couplet track arrangement as its faster, but only if the community concerns only pertain to noise or parking. ", "question11": "While I am fine with the position the stop is in would moving it to under the bridge of Freedom Pwky be better to provide shelter in case of rain and sun protection", "question12": "no-preference", "question16": "I think this arrangement would be with the Couplet track alignment. I feel that with the removal of the north side strip of parking  to alleviate improper parking issues. Additionally if the couplet option comes back into favor a stop at the MLK birth home in the empty lot would be good.", "question18": "Probably the most crucial part for traffic. Signal prioritization is key and would possibly need something like the traffic signals of the HAWK crossings and have them just before Sampson on the west side and at the beltline (Lake Ave) on the east side to hold traffic  while the streetcar passes. Will be crucial when there are events at KSM area", "question19": "With tracks on both side I like to have the lane off that street and support a this alignment"}|2|2021-05-28 00:13:09.237265+00|"[{"x": -84.37218039817677, "y": 33.75493396382616}, {"x": -84.36484187431203, "y": 33.758145171303774}, {"x": -84.35994952506881, "y": 33.765609091400265, "type": "play"}, {"x": -84.3653139430986, "y": 33.75800970091863, "type": "meet"}]|2
113|171|"{"question1": {"Near places with the highest number of jobs": "1"}, "question2": ["Irwin Street, between Sampson Street and Krog Street", "Edgewood Avenue, between Jackson Street and Boulevard SE", "Edgewood Avenue, between Hillard Street SE and Jackson Street"], "question5": ["Impact to pedestrian/cyclist experience on the BeltLine trail"], "question6": ["Commuter"], "question7": "morethanayear", "question8": "sometimes", "question12": "no-preference"}|2|2021-05-28 00:23:28.525285+00|"[{"x": -84.37115042991495, "y": 33.751555933649804}, {"x": -84.34896319694386, "y": 33.745347013527685}, {"x": -84.35806124992236, "y": 33.74363412886658}, {"x": -84.36784594840867, "y": 33.746631654573854}, {"x": -84.34928016908967, "y": 33.734173686226825}, {"x": -84.35837822206813, "y": 33.73981242439711}, {"x": -84.34945183046656, "y": 33.74045478877364}, {"x": -84.36387138613063, "y": 33.75365787964663}, {"x": -84.36867790468533, "y": 33.782198153091734}]|2
114|173|"{"question1": {"Near places with the highest number of jobs": "2", "Near places with the greatest potential for redevelopment": "3", "Near places with the highest number of residents (apartments, condominiums)": "4", "Near places with the highest number of destinations (shopping, restaurants, services)": "1", "Near places with a high number of community facilities (parks, churches, recreational)": "5"}, "question2": ["Edgewood Avenue, between Jackson Street and Boulevard SE", "Edgewood Avenue, between Hillard Street SE and Jackson Street", "Irwin Street, between Sampson Street and Krog Street"], "question3": ["Irwin Street, between Sampson Street and Krog Street"], "question5": ["Loss of trees/tree canopy", "Impact to pedestrian/cyclist experience on the BeltLine trail"], "question6": ["Commuter", "Employed"], "question7": "donotlive", "question8": "everyday", "question12": "cycle-track"}|2|2021-05-28 00:25:11.770901+00|"[{"x": -84.36113936948547, "y": 33.76142131434681, "type": "play"}]|2
115|172|"{"question1": {"Near places with the highest number of jobs": "5", "Near places with the greatest potential for redevelopment": "5", "Near places with the highest number of residents (apartments, condominiums)": "3", "Near places with the highest number of destinations (shopping, restaurants, services)": "2", "Near places with a high number of community facilities (parks, churches, recreational)": "1"}, "question2": ["Irwin Street, between Sampson Street and Krog Street", "Edgewood Avenue, between Jackson Street and Boulevard SE", "Edgewood Avenue, between Hillard Street SE and Jackson Street"], "question3": ["Irwin Street, between Sampson Street and Krog Street", "Edgewood Avenue, between Jackson Street and Boulevard SE", "Edgewood Avenue, between Hillard Street SE and Jackson Street"], "question5": ["Impact to pedestrian/cyclist experience on the BeltLine trail"], "question6": ["Employed"], "question7": "morethanayear", "question8": "sometimes", "question10": "I can only recommend biking to friends, family, and peers when it is actually safe and protected. To me, a half ass job does not good. Id rather see nothing than money spent on something that isnt useful. Make transport safe for bikes and walkers please", "question12": "cycle-track", "question14": "This area of ponce isnt super accessible", "question17": "Would be incredible if the bike area is actually proposed "}|2|2021-05-28 00:26:30.317782+00|"[{"x": -84.36685460369483, "y": 33.79300411052151}, {"x": -84.36692326719789, "y": 33.78906661749103}, {"x": -84.36699193070092, "y": 33.78615617709461}, {"x": -84.36809056246568, "y": 33.784158759695515}, {"x": -84.37804692232895, "y": 33.78153351256101}, {"x": -84.37770359957504, "y": 33.78227543819769}, {"x": -84.37770359957504, "y": 33.78227543819769}, {"x": -84.38436406414404, "y": 33.781076939911394}, {"x": -84.3842953954023, "y": 33.779650133333476}, {"x": -84.38443272764707, "y": 33.776339850973415}, {"x": -84.38477605040097, "y": 33.774228051576806}, {"x": -84.3823041276206, "y": 33.78090572481244}, {"x": -84.38251011812973, "y": 33.779136476276115}, {"x": -84.38326542714059, "y": 33.77685352262392}, {"x": -84.38292210438668, "y": 33.77502711545909}, {"x": -84.38148014986801, "y": 33.78141936908251}, {"x": -84.38305943663144, "y": 33.782104225494614}, {"x": -84.38690465042745, "y": 33.78199008277672}, {"x": -84.39370244200254, "y": 33.7824466505585}, {"x": -84.38807194569526, "y": 33.78701219886071}, {"x": -84.38944523671088, "y": 33.78792528061852}, {"x": -84.39006321871567, "y": 33.78792528061852}, {"x": -84.38717930967833, "y": 33.78729753754776}, {"x": -84.3874539689292, "y": 33.78792528061852}, {"x": -84.39294713037232, "y": 33.78781114565915}, {"x": -84.39473241026425, "y": 33.78786821206939}, {"x": -84.39754765579855, "y": 33.7876399440233}, {"x": -84.35525029356509, "y": 33.7888383515513}, {"x": -84.35339634755077, "y": 33.77976427916981}, {"x": -84.3527783707847, "y": 33.77765256419415}, {"x": -84.35257237503687, "y": 33.77605447577755}, {"x": -84.35216038878, "y": 33.77371436200606}, {"x": -84.35332768404781, "y": 33.77491296548741}, {"x": -84.3561429295821, "y": 33.77571202406991}, {"x": -84.35991947987507, "y": 33.775540797158406}, {"x": -84.36252873490022, "y": 33.775540797158406}, {"x": -84.36417668516671, "y": 33.77491296548741}, {"x": -84.36609928944537, "y": 33.77491296548741}, {"x": -84.36905186722444, "y": 33.775198343397314}, {"x": -84.37282841751741, "y": 33.77462758553822}, {"x": -84.37626164505646, "y": 33.77388559147944}, {"x": -84.37887090008162, "y": 33.77388559147944}, {"x": -84.38408940489326, "y": 33.773942669346056}, {"x": -84.38072484085723, "y": 33.773771439986746}, {"x": -84.3494824702518, "y": 33.77205912321657}, {"x": -84.35099308827351, "y": 33.77223035599814}, {"x": -84.35373967030478, "y": 33.77223035599814}, {"x": -84.35758488933946, "y": 33.77240158843748}, {"x": -84.35607426607905, "y": 33.772572820534606}, {"x": -84.3599881486168, "y": 33.77240158843748}, {"x": -84.36300938466023, "y": 33.77240158843748}, {"x": -84.36472599842975, "y": 33.77240158843748}, {"x": -84.3671292577071, "y": 33.772458665115444}, {"x": -84.37021916249223, "y": 33.7723445117215}, {"x": -84.37282841751741, "y": 33.7723445117215}, {"x": -84.37475102703475, "y": 33.77223035599814}, {"x": -84.37866490433379, "y": 33.772458665115444}, {"x": -84.38216679537591, "y": 33.77223035599814}, {"x": -84.33780949661906, "y": 33.763497023871075}, {"x": -84.3389081283838, "y": 33.76315452306128}, {"x": -84.34206669667199, "y": 33.763211605898775}, {"x": -84.34652989247277, "y": 33.76189867141941}, {"x": -84.3498944565088, "y": 33.761556164222384}, {"x": -84.349207811001, "y": 33.76663655992109}, {"x": -84.35167973378137, "y": 33.76001486054313}, {"x": -84.35415166180043, "y": 33.75818809444818}, {"x": -84.35628026182692, "y": 33.756361289423666}, {"x": -84.35847752535643, "y": 33.7555620514814}, {"x": -84.3634213761559, "y": 33.75453444764842}, {"x": -84.36767857620885, "y": 33.75379228178555}, {"x": -84.37083714449705, "y": 33.75276465674026}, {"x": -84.3754376725426, "y": 33.751908292764384}, {"x": -84.3696011857262, "y": 33.750138445470526}, {"x": -84.36870854447056, "y": 33.74962461368061}, {"x": -84.37605564930867, "y": 33.74751215594381}, {"x": -84.37289708102048, "y": 33.74768343559056}, {"x": -84.36829655821361, "y": 33.747968903086246}, {"x": -84.36500065768064, "y": 33.74779762618761}, {"x": -84.36094944813682, "y": 33.74791181227668}, {"x": -84.35765355284254, "y": 33.74802600039168}, {"x": -84.37701695472232, "y": 33.75489125608198}, {"x": -84.37610714955542, "y": 33.7547199881103}, {"x": -84.374716692664, "y": 33.754562991397734}, {"x": -84.37353222890106, "y": 33.75443454091201}, {"x": -84.37236493101388, "y": 33.754620082134565}, {"x": -84.37126629924909, "y": 33.7545344476484}, {"x": -84.37008183548613, "y": 33.75442026765603}, {"x": -84.36894887066018, "y": 33.7545344476484}, {"x": -84.36731808757906, "y": 33.75454872034093}, {"x": -84.37217610376115, "y": 33.75589031179589}, {"x": -84.37212460613387, "y": 33.75667527597509}, {"x": -84.37202160825996, "y": 33.75801683469617}, {"x": -84.37214177200964, "y": 33.75922992803283}, {"x": -84.37212460613387, "y": 33.759729432064006}, {"x": -84.37195294344723, "y": 33.76328296265857}, {"x": -84.37188427994417, "y": 33.76670791165176}, {"x": -84.37154095719029, "y": 33.76916237566484}, {"x": -84.37133496668115, "y": 33.7717309248253}, {"x": -84.37126629793943, "y": 33.77338617213279}, {"x": -84.37064832117333, "y": 33.77538384076071}, {"x": -84.36996167566552, "y": 33.777895127122}, {"x": -84.36913769791295, "y": 33.779835619968196}, {"x": -84.36893170740382, "y": 33.781947281123315}, {"x": -84.3754698590506, "y": 33.754438110688895, "type": "meet"}, {"x": -84.36427753779715, "y": 33.75432393111268, "type": "play"}]|2
116|170|"{"question1": {"Other": "6", "Near places with the highest number of jobs": "3", "Near places with the greatest potential for redevelopment": "4", "Near places with the highest number of residents (apartments, condominiums)": "1", "Near places with the highest number of destinations (shopping, restaurants, services)": "2", "Near places with a high number of community facilities (parks, churches, recreational)": "5"}, "question2": ["Irwin Street, between Sampson Street and Krog Street", "Edgewood Avenue, between Jackson Street and Boulevard SE", "Edgewood Avenue, between Hillard Street SE and Jackson Street", "other"], "question3": ["Irwin Street, between Sampson Street and Krog Street", "Edgewood Avenue, between Jackson Street and Boulevard SE", "Edgewood Avenue, between Hillard Street SE and Jackson Street", "other"], "question5": ["Loss of trees/tree canopy", "other"], "question6": ["Commuter", "Employed"], "question7": "morethanayear", "question8": "everyday", "question9": "At current & future transit connections, including bus routes! Encourage timely transfers!", "question10": "All the barriers for light rail on the BeltLine need to be easily navigable for able bodied people to hop open. They’re going to run along the tracks whether you or the FTA want to admit that or not.\n\nTurn Edgewood Ave into a closed street to only transit, bike, and pedestrians.\n\nExisting streetcar route, as in what’s already built needs to be provided dedicated right of way and no longer run in shared lanes. Transit signal priority only does so much. Get the dedicated right of way and stop making excuses. Other cities complete several mile streetcar extensions in the same timeline you’re looking to add 2.5 miles. The least you can do is guarantee dedicated right of way so we don’t have to sit in traffic when we ride the route. ", "question12": "cycle-track", "question15": "Needs low grade ADA ramp between the BeltLine and Ralph McGill.", "question16": "I prefer the Edgewood plan, however please repurpose the lanes along the existing streetcar street lanes to also include bike lanes to safely cycle in the area.", "question17": "Absolutely love the cycle track and protection. Close down all of Edgewood Ave so no personally owned vehicles access the street. Only allow transit, bikes, pedestrians, and emergency vehicles!", "question18": "With the rail spur traveled down to DeKalb Ave.", "question2-Comment": "I also support existing closure of existing streets on the existing streetcar route provide dedicated right of way for the streetcar along the entirety of its route! Close Edgewood Abe completely to personally owned/operated vehicles all day every day, 24/7/365", "question3-Comment": "I also support existing closure of existing streets on the existing streetcar route provide dedicated right of way for the streetcar along the entirety of its route! Close Edgewood Abe completely to personally owned/operated vehicles all day every day, 24/7/365.", "question5-Comment": "Being on the streetcar and having it stuck behind some dumbass parked in the tracks, Atlanta police department not enforcing, obstructions not being towed, as well as the city unnecessarily closing down the streetcar during large events when it should be opened."}|2|2021-05-28 00:38:25.693054+00|"[{"x": -84.37431932862096, "y": 33.75439884654701}, {"x": -84.3743360168908, "y": 33.755536595344836}, {"x": -84.3724335541282, "y": 33.75560596978314}, {"x": -84.3723000479694, "y": 33.754412721623304}, {"x": -84.3698134957622, "y": 33.7543572213047}, {"x": -84.36983018403205, "y": 33.75549497065491}, {"x": -84.3686453168729, "y": 33.75428784585594}, {"x": -84.367977786079, "y": 33.75428784585594}, {"x": -84.36792772126947, "y": 33.75580021791172}, {"x": -84.36694311334847, "y": 33.75645233341006}, {"x": -84.36574155791945, "y": 33.757465183816564}, {"x": -84.3649738975065, "y": 33.75760392951568}, {"x": -84.36710565872056, "y": 33.76778085912439, "type": "home"}, {"x": -84.35091957419799, "y": 33.92801730928181, "type": "work"}, {"x": -84.3643430746526, "y": 33.769388908382645, "type": "meet"}, {"x": -84.35664901133491, "y": 33.74567036992389, "type": "play"}]|2
117|175|"{"question1": {"Near places with the highest number of jobs": "4", "Near places with the greatest potential for redevelopment": "5", "Near places with the highest number of residents (apartments, condominiums)": "1", "Near places with the highest number of destinations (shopping, restaurants, services)": "2", "Near places with a high number of community facilities (parks, churches, recreational)": "3"}, "question2": ["Edgewood Avenue, between Hillard Street SE and Jackson Street", "Edgewood Avenue, between Jackson Street and Boulevard SE", "Irwin Street, between Sampson Street and Krog Street"], "question3": ["Edgewood Avenue, between Jackson Street and Boulevard SE", "Edgewood Avenue, between Hillard Street SE and Jackson Street"], "question5": ["Impact to pedestrian/cyclist experience on the BeltLine trail", "Construction  impacts (e.g., traffic, business access)", "Loss of trees/tree canopy"], "question6": ["Commuter"], "question7": "donotlive", "question8": "sometimes", "question10": "Consideration needs to be given to cycling facilities leaving Downtown going east. Taking out the Edgewood bike lane for the street car took out the only separated cycling facility, and it was not replaced. Putting sharrows on Auburn was not a solution, as traffic is often backed up in the evenings from Piedmont back to Woodruff Park, and cyclists are stuck in it too. By the time the bike lane starts at Jesse Hill, most cars have turned off at Piedmont, Courtland, or Bell street, and there isnt even that much traffic anymore. ", "question12": "couplet", "question17": "Its not clear how cyclists going westbound in the cycle track would transition to the opposite side of the street if continuing on West on Edgewood."}|2|2021-05-28 00:46:50.707826+00|"[{"x": -84.38497519885459, "y": 33.7555793612688}, {"x": -84.38354998522296, "y": 33.75556174097977}, {"x": -84.38020152851995, "y": 33.75552650039086}, {"x": -84.37938560721693, "y": 33.75553090600971}, {"x": -84.37659875898119, "y": 33.75548685634434}, {"x": -84.37434172986265, "y": 33.75551769133026}, {"x": -84.3744000096283, "y": 33.75444726939602}, {"x": -84.37666763497859, "y": 33.75441643348066}, {"x": -84.37549143688538, "y": 33.75442964832986}, {"x": -84.37220655790014, "y": 33.7543371427093}, {"x": -84.37302247953058, "y": 33.754367978108725}, {"x": -84.373695349577, "y": 33.754376787831916}, {"x": -84.37752594219079, "y": 33.754469293954145}, {"x": -84.37997900437944, "y": 33.754429648874314}, {"x": -84.38226782317543, "y": 33.754478104211394}, {"x": -84.38227312112758, "y": 33.754539774897744}, {"x": -84.38898778288574, "y": 33.75683840876456, "type": "work"}, {"x": -84.34300928391995, "y": 33.74463774424624, "type": "home"}, {"x": -84.36461266101904, "y": 33.75754154540904, "type": "play"}]|2
118|178|"{"question1": {"Near places with the highest number of jobs": "3", "Near places with the greatest potential for redevelopment": "5", "Near places with the highest number of residents (apartments, condominiums)": "1", "Near places with the highest number of destinations (shopping, restaurants, services)": "2", "Near places with a high number of community facilities (parks, churches, recreational)": "4"}, "question2": ["Irwin Street, between Sampson Street and Krog Street", "Edgewood Avenue, between Jackson Street and Boulevard SE", "Edgewood Avenue, between Hillard Street SE and Jackson Street"], "question3": ["Irwin Street, between Sampson Street and Krog Street", "Edgewood Avenue, between Jackson Street and Boulevard SE", "Edgewood Avenue, between Hillard Street SE and Jackson Street"], "question5": ["Impact to pedestrian/cyclist experience on the BeltLine trail", "Loss of trees/tree canopy"], "question6": ["Commuter"], "question7": "donotlive", "question8": "sometimes", "question12": "cycle-track"}|2|2021-05-28 00:50:38.71163+00|"[{"x": -84.36800268295843, "y": 33.76472561373007, "type": "play"}, {"x": -84.385300774459, "y": 33.79093595512141, "type": "work"}]|2
119|176|"{"question1": {"Other": "Do not support the rail. Already no room on beltline"}, "question2": ["Edgewood Avenue, between Hillard Street SE and Jackson Street", "Edgewood Avenue, between Jackson Street and Boulevard SE", "Irwin Street, between Sampson Street and Krog Street"], "question3": ["Irwin Street, between Sampson Street and Krog Street", "Edgewood Avenue, between Jackson Street and Boulevard SE", "Edgewood Avenue, between Hillard Street SE and Jackson Street"], "question5": ["Impact to pedestrian/cyclist experience on the BeltLine trail"], "question6": ["Employed"], "question7": "morethanayear", "question8": "never", "question9": "Do not support light rail on beltline. Make two paths, one for wheels and one for walking", "question10": "Please just make two separate trails on the beltline for wheels and walking - current path far too narrow", "question12": "cycle-track"}|2|2021-05-28 00:56:29.252649+00|"[{"x": -84.36937621762362, "y": 33.779521443868354}, {"x": -84.37079121044341, "y": 33.77374420284591}, {"x": -84.36387729174689, "y": 33.75355537008488}, {"x": -84.3727031110024, "y": 33.781738276318976}, {"x": -84.38316396451451, "y": 33.786620232698226}, {"x": -84.38206796572109, "y": 33.78651431398986}, {"x": -84.37809178405197, "y": 33.78666260014487}, {"x": -84.3706852368623, "y": 33.77840702607384, "type": "home"}, {"x": -84.38409155029574, "y": 33.78720820529225, "type": "work"}, {"x": -84.36502101667641, "y": 33.772325180537116, "type": "meet"}, {"x": -84.37253120191814, "y": 33.784025293348755, "type": "play"}]|2
120|177|"{"question1": {"Near places with the highest number of jobs": "3", "Near places with the greatest potential for redevelopment": "5Have", "Near places with the highest number of residents (apartments, condominiums)": "4", "Near places with the highest number of destinations (shopping, restaurants, services)": "1", "Near places with a high number of community facilities (parks, churches, recreational)": "2"}, "question2": ["Irwin Street, between Sampson Street and Krog Street", "Edgewood Avenue, between Jackson Street and Boulevard SE", "Edgewood Avenue, between Hillard Street SE and Jackson Street"], "question3": ["Irwin Street, between Sampson Street and Krog Street", "Edgewood Avenue, between Jackson Street and Boulevard SE", "Edgewood Avenue, between Hillard Street SE and Jackson Street"], "question5": ["Construction  impacts (e.g., traffic, business access)", "other"], "question6": ["Retiree"], "question7": "morethanayear", "question8": "sometimes", "question11": "Have you considered using BRT with dedicated lanes (in street) instead of light rail? The cost vs benefits to this project dont make sense to me. The obstacles are massive and the construction will infuriate most of your stakeholders. There is no way you can build this in three years. The area will be considerable more congested before you start construction. I think the entire project is ill-conceived. It sounds good on paper but you are opening a Pandoras Box here. Forget transit on the Beltline. Focus on getting people around town. Its already 30 years too late. ATL is going to be on giant gridlock in five years.", "question12": "couplet", "question5-Comment": "Lack of adoption"}|2|2021-05-28 01:03:13.072675+00|"[{"x": -84.37660067863281, "y": 33.75456823534462}, {"x": -84.3743583518963, "y": 33.75454147466279}, {"x": -84.37214821166796, "y": 33.75454147466279}, {"x": -84.36979859657085, "y": 33.75445227232968}, {"x": -84.36563580817955, "y": 33.75451471397259}, {"x": -84.3661507923104, "y": 33.753096385439704}, {"x": -84.36885445899749, "y": 33.75232030895253}, {"x": -84.37105387038976, "y": 33.751660192388904}, {"x": -84.37164395637305, "y": 33.752909057275616}, {"x": -84.35490697212121, "y": 33.7618178423875, "type": "play"}, {"x": -84.36552851982057, "y": 33.772502703167085, "type": "meet"}]|2
121|181|"{"question1": {"Near places with the highest number of jobs": "1", "Near places with the greatest potential for redevelopment": "5", "Near places with the highest number of residents (apartments, condominiums)": "2", "Near places with the highest number of destinations (shopping, restaurants, services)": "3", "Near places with a high number of community facilities (parks, churches, recreational)": "4"}, "question2": ["Irwin Street, between Sampson Street and Krog Street", "Edgewood Avenue, between Jackson Street and Boulevard SE", "Edgewood Avenue, between Hillard Street SE and Jackson Street"], "question3": ["Irwin Street, between Sampson Street and Krog Street", "Edgewood Avenue, between Jackson Street and Boulevard SE", "Edgewood Avenue, between Hillard Street SE and Jackson Street"], "question5": ["Impact to pedestrian/cyclist experience on the BeltLine trail"], "question6": ["Commuter"], "question7": "morethanayear", "question8": "everyday", "question12": "cycle-track"}|2|2021-05-28 01:17:53.483436+00|"[{"x": -84.3721879212215, "y": 33.75429941699215}, {"x": -84.3721991499437, "y": 33.75431808873644}, {"x": -84.37436638499645, "y": 33.754338101081316}, {"x": -84.37434760953334, "y": 33.75442061335254}, {"x": -84.37550818654343, "y": 33.754358138176435}, {"x": -84.37543654508241, "y": 33.75453087554593}, {"x": -84.37646120376452, "y": 33.74540500121195, "type": "home"}, {"x": -84.39191072769046, "y": 33.75646654989958, "type": "work"}, {"x": -84.37581747360122, "y": 33.75261301103938, "type": "meet"}, {"x": -84.36493323030315, "y": 33.768072773760046, "type": "play"}]|2
122|184|"{"question1": {"Near places with the highest number of jobs": "3", "Near places with the greatest potential for redevelopment": "5", "Near places with the highest number of residents (apartments, condominiums)": "2", "Near places with the highest number of destinations (shopping, restaurants, services)": "1", "Near places with a high number of community facilities (parks, churches, recreational)": "4"}, "question2": ["Irwin Street, between Sampson Street and Krog Street", "Edgewood Avenue, between Jackson Street and Boulevard SE", "Edgewood Avenue, between Hillard Street SE and Jackson Street"], "question3": ["Irwin Street, between Sampson Street and Krog Street", "Edgewood Avenue, between Jackson Street and Boulevard SE", "Edgewood Avenue, between Hillard Street SE and Jackson Street"], "question5": ["other"], "question6": ["Commuter", "Employed"], "question7": "donotlive", "question8": "everyday", "question12": "cycle-track", "question5-Comment": "These concerns are minimal compared to the urgent need for rail extension"}|2|2021-05-28 01:20:03.551516+00|[]|2
